Severity,TAPP,Row,Field,Check,Message
INFO,(cross-TAPP),,EDS Live Time per Point or Pixel,colb-divergence-principled,Description differs across 4 TAPPs in 3 variants (similarity 0.29) — triaged 2026-08-12 as PRINCIPLED.
INFO,(cross-TAPP),,EDS Spectral Processing Type,colb-divergence-principled,Description differs across 4 TAPPs in 2 variants (similarity 0.86) — triaged 2026-08-12 as PRINCIPLED.
INFO,(cross-TAPP),,Mass Bias Correction Strategy,colb-divergence-principled,Description differs across 7 TAPPs in 2 variants (similarity 0.14) — triaged 2026-08-12 as PRINCIPLED.
INFO,(cross-TAPP),,Phase Identification Method,colb-divergence-principled,Description differs across 2 TAPPs in 2 variants (similarity 0.33) — triaged 2026-08-12 as PRINCIPLED.
INFO,(cross-TAPP),,Step Size / Pixel Size,colb-divergence-principled,Description differs across 3 TAPPs in 2 variants (similarity 0.42) — triaged 2026-08-12 as PRINCIPLED.
INFO,(cross-TAPP),,Analytical Mode,colf-divergence-principled,"Allowed values differ across 16 TAPPs in 8 variants (worst overlap 0.00) — triaged 2026-08-30 as PRINCIPLED. Rule 3 binds the values to that TAPP's mode-flag column headers, which differ by construction."
INFO,(cross-TAPP),,Collision/Reaction Cell (CRC) Configuration,colf-divergence-principled,"Allowed values differ across 6 TAPPs in 2 variants (worst overlap 0.78) — triaged 2026-08-30 as PRINCIPLED. Resolved 2026-08-31. `KED+DRC` was a genuine shared mode the MC tables lacked and is now added. What still differs is real: the Q tables offer `ICP-MS/MS (triple-quadrupole mode)` and the MC tables `MS/MS (pre-cell mass filter)`, because a Nu Sapphire or Thermo Neoma MS/MS has a pre-cell mass filter and a multi-collector array, NOT a triple quadrupole. Same wording in both would be false in one of them. Scoping, not drift."
INFO,(cross-TAPP),,EDS Acquisition Mode,colf-divergence-principled,"Allowed values differ across 4 TAPPs in 3 variants (worst overlap 0.75) — triaged 2026-08-30 as PRINCIPLED. Examined 2026-08-31. The shared core was drift and is harmonised — `Point | Line scan | Map | Spectrum image` in all four, with `Map` and `Spectrum image` separated because they are different acquisitions, not synonyms. What remains diverging is scoping: `Simultaneous EDS+EELS` is meaningless without an energy-loss spectrometer (TEM only) and `Automated mineralogy` is an SEM platform. A uniform list would offer every EPMA user a mode their instrument cannot perform. The test: a member is principled if it names a capability the technique does not have."
INFO,(cross-TAPP),,ICP-MS Type,colf-divergence-principled,"Allowed values differ across 9 TAPPs in 4 variants (worst overlap 0.33) — triaged 2026-08-30 as PRINCIPLED. Each TAPP lists only its own analyser family — a Q-ICP-MS TAPP should not offer MC. Scoping, not drift."
INFO,(cross-TAPP),,Instrument Manufacturer,colf-divergence-principled,"Allowed values differ across 16 TAPPs in 5 variants (worst overlap 0.19) — triaged 2026-08-30 as PRINCIPLED. Consumer-owned vocabulary (see Module_Core.json) and vendors differ by technique: JEOL and Cameca for the electron beam, Thermo and Agilent for ICP-MS."
INFO,(cross-TAPP),,Matrix Correction Method,colf-divergence-principled,"Allowed values differ across 4 TAPPs in 3 variants (worst overlap 0.13) — triaged 2026-08-30 as PRINCIPLED. Adjudicated 2026-08-30 on merging the EPMA/SEM and TEM name-variant pair: bulk XPP/PAP/ZAF against thin-film Cliff-Lorimer/zeta-factor. Same question, different physics regime."
INFO,(cross-TAPP),,Sample Preparation Method,colf-divergence-principled,"Allowed values differ across 16 TAPPs in 5 variants (worst overlap 0.12) — triaged 2026-08-30 as PRINCIPLED. Examined 2026-08-31 and found to need NO change. The five variants are five coherent preparation domains, not subsets of one list: Solution destroys the sample (whole-rock powder, mineral separate, natural water, leachate), TEM needs an electron-transparent foil (FIB lift-out, ultramicrotomy, ion milling), Lab-XCT needs an intact 3-D specimen (bulk fragment, core, tube-mounted), and the electron-beam and LA tables need a polished flat surface (thin/thick section, block, grain mount). A uniform list would offer Solution users `FIB lift-out (Ga ion)` and TEM users `Natural water`. Same test as `EDS Acquisition Mode`: a member is principled if it names a preparation the technique does not use. Checked for drift where the domains DO overlap and found none — every shared member is worded identically (`Polished block or epoxy mount` x3, `Polished thin section` x2, `Polished thick section` x2, `Grain mount` x2), and Column B is one text across all 16. The list is also doing real work, unlike `Coupled Technique(s)`: 23% of 121 attested cells are bare members (`FIB lift-out (Ga+)` x13), with the preparation detail in the `/ Text` half where it belongs. Only cosmetic observation, not acted on: TEM's list carries `Unknown` and the others do not, which convention permits either way."
INFO,(cross-TAPP),,Target Material,colf-divergence-principled,"Allowed values differ across 16 TAPPs in 7 variants (worst overlap 0.10) — triaged 2026-08-30 as PRINCIPLED. Resolved 2026-08-31, the last entry off this backlog. Seven variants split on TWO axes and only one split was drift. PRINCIPLED: in-situ techniques target a PHASE WITHIN a specimen (silicate mineral, oxide, sulfide) while bulk techniques target the SPECIMEN (basalt, chondrite, seawater, drill core). A Solution ICP-MS procedure does not target olivine; it digests a basalt. The four bulk tables — three Solution and Lab-XCT — are untouched. The DRIFT was inside the in-situ family and all of it sat in the LA list: named minerals (`Feldspar | Pyroxene | Olivine`) where the electron-beam tables used classes, `Iron meteorite` (a specimen type in a phase list), and three concepts worded three ways. The 12 in-situ tables now share `Silicate mineral | Silicate glass | Oxide | Sulfide | Carbonate | Phosphate | Metal or alloy` plus technique-scoped extras — inclusions for LA, regolith and porous material for SEM, amorphous phase and nanoparticle for TEM."
INFO,(cross-TAPP),,Technique,colf-divergence-principled,"Allowed values differ across 16 TAPPs in 10 variants (worst overlap 0.00) — triaged 2026-08-30 as PRINCIPLED. Rule 1, adjudicated 2026-08-30: each list holds the TAPP's OWN technique, not a menu of siblings. Divergence here is the design."
INFO,(cross-TAPP),,CL Detector Configuration,cole-name-variant-triaged,"Name variant with divergent Data Types — 'CL Detector Configuration' = ['Text (free)']; 'Detector Configuration' = ['Controlled list / Text']. Triaged 2026-08-24: Different fields. CL names the detector make, model and collection optics (unbounded vendor domain, `Text (free)`); the ICP-MS field records the detection mode arrangement, which is a closable list."
INFO,(cross-TAPP),,EBSD Detector Configuration,cole-name-variant-triaged,"Name variant with divergent Data Types — 'EBSD Detector Configuration' = ['Text (free)']; 'Detector Configuration' = ['Controlled list / Text']. Triaged 2026-08-24: Different fields. EBSD names the camera make, model and resolution (unbounded vendor domain, `Text (free)`); the ICP-MS field records the detection mode arrangement."
INFO,(cross-TAPP),,EDS Detector Configuration,cole-name-variant-triaged,"Name variant with divergent Data Types — 'EDS Detector Configuration' = ['Text (free)']; 'Detector Configuration' = ['Controlled list / Text']. Triaged 2026-08-24: Different fields. EDS names the detector type, area, window and take-off geometry (unbounded vendor domain, `Text (free)`); the ICP-MS field records the detection mode arrangement."
INFO,(cross-TAPP),,EPMA Technique per Target Species,cole-name-variant-registered,"Name variant with divergent Data Types — 'EPMA Technique per Target Species' = ['Controlled list']; 'Target Species' = ['Text (free)']. Registered as different fields in KEY_NAME_VARIANT_EXEMPT: registered 2026-09-01 when `Analyte` became `Target Species`. The suffix test needs TWO words, so these pairs were invisible while the base field was the one-word `Analyte` — the rename activated a dormant check rather than creating a defect. As above: definer versus consumer of the same domain."
INFO,(cross-TAPP),,Technique per Target Species,cole-name-variant-registered,"Name variant with divergent Data Types — 'Technique per Target Species' = ['Controlled list']; 'Target Species' = ['Text (free)']. Registered as different fields in KEY_NAME_VARIANT_EXEMPT: registered 2026-09-01 when `Analyte` became `Target Species`. The suffix test needs TWO words, so these pairs were invisible while the base field was the one-word `Analyte` — the rename activated a dormant check rather than creating a defect. As above: definer versus consumer of the same domain."
