Severity,TAPP,Row,Field,Check,Message
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,33,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,37,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,48,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,61,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,92,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-ICPMS_TAPP_v13.csv,96,Normalization / Standards-Based Correction,rule5,Rule 5: 'Constants and Reference Values Used' must be the LAST field in Group 5; found 'Normalization / Standards-Based Correction'. Field is absent entirely.
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,107,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_TAPP_v1.csv,107,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,107,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,107,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,119,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-MC-ICPMS_TAPP_v1.csv,128,Mass Fractionation Law,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-MC-ICPMS_TAPP_v1.csv,135,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_TAPP_v1.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_TAPP_v1.csv,32,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_TAPP_v1.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,41,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-MC-ICPMS_TAPP_v1.csv,44,Collision/Reaction Cell (CRC) Configuration,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_TAPP_v1.csv,54,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_TAPP_v1.csv,54,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,54,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,54,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_TAPP_v1.csv,58,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_TAPP_v1.csv,73,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,108,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,108,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,108,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,108,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,120,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,129,Mass Fractionation Law,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,144,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,144,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,144,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,144,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,33,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,42,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,45,Collision/Reaction Cell (CRC) Configuration,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,55,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,55,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,55,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,55,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,59,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-MC-ICPMS_UPb_TAPP_v1.csv,74,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,102,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,102,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,102,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,102,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,115,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,126,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,126,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,126,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,126,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,32,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,32,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,35,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,41,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,44,Collision/Reaction Cell (CRC) Configuration,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,51,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,51,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,51,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,51,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,55,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_TAPP_v5.csv,70,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,103,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,103,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,103,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,103,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,116,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,135,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,135,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,33,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,33,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,36,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q_SF-ICPMS_UPb_TAPP_v5.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
