Severity,TAPP,Row,Field,Check,Message
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,51,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,53,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,63,RF Power (W),name-unit-in-name,"Field name embeds a unit '(W)'. Units belong in Column E (Data Type), e.g. 'Numeric (W)'."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,67,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,77,IC Dead Time (ns),name-unit-in-name,"Field name embeds a unit '(ns)'. Units belong in Column E (Data Type), e.g. 'Numeric (W)'."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,90,Signal Collection Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,91,Collision Gas Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,94,Reaction Gas Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_Geochron_TAPP_v2.csv,98,Triple Scanning Mode,controlled-list-options,"Controlled list is missing required option(s) ['None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,,,group1-order,Group 1 field order differs from the template.
WARN,LA-ICPMS_TAPP_v13.csv,13,Funding Source for Procedure Development,group1-tier,"Tier differs from template: TAPP C=Basic,D=Read-Only vs template C=Advanced,D=Read-Only."
WARN,LA-ICPMS_TAPP_v13.csv,16,Coupled Technique(s),group1-datatype,Data Type differs from template: 'Controlled list / Text' vs 'Text (free)'.
WARN,LA-ICPMS_TAPP_v13.csv,19,Coupled Dataset or Publication Reference,group1-datatype,Data Type differs from template: 'URI / DOI / Text' vs 'URI / DOI'.
WARN,LA-ICPMS_TAPP_v13.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,33,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,37,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,45,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,48,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,61,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,80,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,92,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-ICPMS_TAPP_v13.csv,96,Normalization / Standards-Based Correction,rule5,Rule 5: 'Constants and Reference Values Used' must be the LAST field in Group 5; found 'Normalization / Standards-Based Correction'. Field is absent entirely.
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-ICPMS_TAPP_v13.csv,98,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,,,group1-order,Group 1 field order differs from the template.
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,105,Isobaric Interference Corrections Applied,name-element-specific,Column B uses 'Element-Specific'; the correct term is 'Analyte-Specific'.
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,113,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,113,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,113,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,113,6. Quality Control & Uncertainty,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,13,Funding Source for Procedure Development,group1-tier,"Tier differs from template: TAPP C=Basic,D=Read-Only vs template C=Advanced,D=Read-Only."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,16,Coupled Technique(s),group1-datatype,Data Type differs from template: 'Controlled list / Text' vs 'Text (free)'.
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,19,Coupled Dataset or Publication Reference,group1-datatype,Data Type differs from template: 'URI / DOI / Text' vs 'URI / DOI'.
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,2,1. Procedure Identification,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,21,2. Samples,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,23,Sample Form / Analytical Substrate,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,30,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,30,3. Instrument & Software,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,33,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,39,Guard Electrode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,42,Collision/Reaction Cell (CRC) Configuration,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,48,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,48,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,48,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,48,4. Measurement Information,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,51,Laser Spot Path / Ablation Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,65,Plasma Thermal Mode,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,93,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,93,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Spot', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,93,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Transect', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,LA-Q:SF-ICPMS_TAPP_v5.csv,93,5. Data Processing,mode-flag-group-header,"Group header should have N in mode column 'Mapping', found 'empty'. Cosmetic: an empty flag is not Y, so the header still stays out of mode-filtered views."
WARN,Lab-XCT_TAPP_v10.csv,,,group1-order,Group 1 field order differs from the template.
WARN,Lab-XCT_TAPP_v10.csv,13,Funding Source for Procedure Development,group1-tier,"Tier differs from template: TAPP C=Basic,D=Read-Only vs template C=Advanced,D=Read-Only."
